,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,season,team
1,2022-08-06,21:00,Ligue 1,Matchweek 1,Sat,Away,W,5.0,0.0,Clermont Foot,3.5,0.3,62.0,12203.0,Marquinhos,3-4-3,Jeremy Stinat,Match Report,,18.0,12.0,12.9,2023,Paris Saint Germain
2,2022-08-13,21:00,Ligue 1,Matchweek 2,Sat,Home,W,5.0,2.0,Montpellier,3.2,0.9,59.0,46000.0,Marquinhos,3-4-1-2,Willy Delajod,Match Report,,18.0,8.0,18.2,2023,Paris Saint Germain
3,2022-08-21,20:45,Ligue 1,Matchweek 3,Sun,Away,W,7.0,1.0,Lille,3.4,1.7,52.0,47526.0,Marquinhos,3-4-3,Clément Turpin,Match Report,,16.0,9.0,11.9,2023,Paris Saint Germain
4,2022-08-28,20:45,Ligue 1,Matchweek 4,Sun,Home,D,1.0,1.0,Monaco,2.7,1.2,67.0,46000.0,Marquinhos,3-4-3,Benoît Bastien,Match Report,,17.0,4.0,18.7,2023,Paris Saint Germain
5,2022-08-31,21:00,Ligue 1,Matchweek 5,Wed,Away,W,3.0,0.0,Toulouse,2.8,0.8,62.0,31700.0,Marquinhos,3-4-3,Hakim Ben El Hadj Salem,Match Report,,20.0,12.0,14.8,2023,Paris Saint Germain
6,2022-09-03,21:00,Ligue 1,Matchweek 6,Sat,Away,W,3.0,0.0,Nantes,2.7,0.4,60.0,34406.0,Marquinhos,3-4-3,Pierre Gaillouste,Match Report,,19.0,6.0,13.2,2023,Paris Saint Germain
8,2022-09-10,17:00,Ligue 1,Matchweek 7,Sat,Home,W,1.0,0.0,Brest,1.7,1.1,61.0,45000.0,Presnel Kimpembe,3-4-1-2,Jérémie Pignard,Match Report,,13.0,4.0,13.7,2023,Paris Saint Germain
10,2022-09-18,20:45,Ligue 1,Matchweek 8,Sun,Away,W,1.0,0.0,Lyon,1.6,1.0,65.0,58230.0,Marquinhos,3-4-3,François Letexier,Match Report,,15.0,7.0,15.0,2023,Paris Saint Germain
11,2022-10-01,21:00,Ligue 1,Matchweek 9,Sat,Home,W,2.0,1.0,Nice,1.0,0.5,57.0,47000.0,Marquinhos,3-4-3,Jérôme Brisard,Match Report,,12.0,4.0,20.1,2023,Paris Saint Germain
13,2022-10-08,21:00,Ligue 1,Matchweek 10,Sat,Away,D,0.0,0.0,Reims,1.2,1.8,63.0,20543.0,Marquinhos,3-4-3,Pierre Gaillouste,Match Report,,11.0,3.0,17.1,2023,Paris Saint Germain
15,2022-10-16,20:45,Ligue 1,Matchweek 11,Sun,Home,W,1.0,0.0,Marseille,2.5,1.2,50.0,47000.0,Marquinhos,4-3-1-2,Clément Turpin,Match Report,,23.0,8.0,16.4,2023,Paris Saint Germain
16,2022-10-21,21:00,Ligue 1,Matchweek 12,Fri,Away,W,3.0,0.0,Ajaccio,2.5,0.3,65.0,10000.0,Marquinhos,4-3-1-2,Johan Hamel,Match Report,,11.0,6.0,13.6,2023,Paris Saint Germain
18,2022-10-29,17:00,Ligue 1,Matchweek 13,Sat,Home,W,4.0,3.0,Troyes,2.9,2.0,67.0,47000.0,Presnel Kimpembe,4-3-3,Eric Wattellier,Match Report,,18.0,10.0,19.8,2023,Paris Saint Germain
20,2022-11-06,13:00,Ligue 1,Matchweek 14,Sun,Away,W,2.0,1.0,Lorient,1.6,0.8,59.0,16778.0,Marquinhos,3-4-1-2,Benoît Bastien,Match Report,,15.0,7.0,13.6,2023,Paris Saint Germain
21,2022-11-13,13:00,Ligue 1,Matchweek 15,Sun,Home,W,5.0,0.0,Auxerre,2.0,0.7,59.0,45000.0,Marco Verratti,4-3-1-2,Thomas Léonard,Match Report,,9.0,6.0,13.5,2023,Paris Saint Germain
22,2022-12-28,21:00,Ligue 1,Matchweek 16,Wed,Home,W,2.0,1.0,Strasbourg,2.1,1.3,71.0,47000.0,Marquinhos,4-3-1-2,Clément Turpin,Match Report,,9.0,5.0,17.6,2023,Paris Saint Germain
23,2023-01-01,20:45,Ligue 1,Matchweek 17,Sun,Away,L,1.0,3.0,Lens,1.6,1.8,59.0,38047.0,Marquinhos,4-3-1-2,Jérôme Brisard,Match Report,,16.0,6.0,15.5,2023,Paris Saint Germain
25,2023-01-11,21:00,Ligue 1,Matchweek 18,Wed,Home,W,2.0,0.0,Angers,1.4,0.5,66.0,47000.0,Marquinhos,3-4-3,Eric Wattellier,Match Report,,9.0,6.0,14.7,2023,Paris Saint Germain
26,2023-01-15,20:45,Ligue 1,Matchweek 19,Sun,Away,L,0.0,1.0,Rennes,1.0,0.8,65.0,27566.0,Marquinhos,3-4-3,Benoît Bastien,Match Report,,8.0,1.0,19.6,2023,Paris Saint Germain
28,2023-01-29,20:45,Ligue 1,Matchweek 20,Sun,Home,,,,Reims,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
29,2023-02-01,21:00,Ligue 1,Matchweek 21,Wed,Away,,,,Montpellier,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
30,2023-02-05,,Ligue 1,Matchweek 22,Sun,Home,,,,Toulouse,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
31,2023-02-12,,Ligue 1,Matchweek 23,Sun,Away,,,,Monaco,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
33,2023-02-19,,Ligue 1,Matchweek 24,Sun,Home,,,,Lille,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
34,2023-02-26,,Ligue 1,Matchweek 25,Sun,Away,,,,Marseille,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
35,2023-03-05,,Ligue 1,Matchweek 26,Sun,Home,,,,Nantes,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
37,2023-03-12,,Ligue 1,Matchweek 27,Sun,Away,,,,Brest,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
38,2023-03-19,,Ligue 1,Matchweek 28,Sun,Home,,,,Rennes,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
39,2023-04-02,,Ligue 1,Matchweek 29,Sun,Home,,,,Lyon,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
40,2023-04-09,,Ligue 1,Matchweek 30,Sun,Away,,,,Nice,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
41,2023-04-16,,Ligue 1,Matchweek 31,Sun,Home,,,,Lens,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
42,2023-04-23,,Ligue 1,Matchweek 32,Sun,Away,,,,Angers,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
43,2023-04-30,,Ligue 1,Matchweek 33,Sun,Home,,,,Lorient,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
44,2023-05-07,,Ligue 1,Matchweek 34,Sun,Away,,,,Troyes,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
45,2023-05-14,,Ligue 1,Matchweek 35,Sun,Home,,,,Ajaccio,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
46,2023-05-21,,Ligue 1,Matchweek 36,Sun,Away,,,,Auxerre,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
47,2023-05-27,,Ligue 1,Matchweek 37,Sat,Away,,,,Strasbourg,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
48,2023-06-03,,Ligue 1,Matchweek 38,Sat,Home,,,,Clermont Foot,,,,,,,,Head-to-Head,,,,,2023,Paris Saint Germain
0,2022-08-07,15:00,Ligue 1,Matchweek 1,Sun,Home,W,3.0,2.0,Brest,2.5,1.2,61.0,37015.0,Seko Fofana,3-4-3,Thomas Léonard,Match Report,,15.0,6.0,13.0,2023,Lens
1,2022-08-14,15:00,Ligue 1,Matchweek 2,Sun,Away,D,0.0,0.0,Ajaccio,1.4,0.5,64.0,9070.0,Seko Fofana,3-4-1-2,Stéphanie Frappart,Match Report,,12.0,3.0,17.9,2023,Lens
2,2022-08-20,17:00,Ligue 1,Matchweek 3,Sat,Away,W,4.0,1.0,Monaco,2.5,1.6,54.0,8700.0,Seko Fofana,3-4-3,Willy Delajod,Match Report,,13.0,5.0,15.8,2023,Lens
3,2022-08-27,21:00,Ligue 1,Matchweek 4,Sat,Home,W,2.0,1.0,Rennes,1.3,1.0,51.0,37848.0,Seko Fofana,3-4-3,Jérôme Brisard,Match Report,,17.0,4.0,19.9,2023,Lens
4,2022-08-31,21:00,Ligue 1,Matchweek 5,Wed,Home,W,5.0,2.0,Lorient,3.0,1.1,58.0,37161.0,Florian Sotoca,3-4-3,Benoît Bastien,Match Report,,15.0,8.0,13.2,2023,Lens
5,2022-09-04,15:00,Ligue 1,Matchweek 6,Sun,Away,D,1.0,1.0,Reims,1.9,2.1,63.0,15761.0,Florian Sotoca,3-4-3,Eric Wattellier,Match Report,,20.0,4.0,16.1,2023,Lens
6,2022-09-09,21:00,Ligue 1,Matchweek 7,Fri,Home,W,1.0,0.0,Troyes,1.4,0.7,63.0,37344.0,Florian Sotoca,3-4-3,Hakim Ben El Hadj Salem,Match Report,,12.0,3.0,16.1,2023,Lens
7,2022-09-18,17:05,Ligue 1,Matchweek 8,Sun,Away,D,0.0,0.0,Nantes,0.9,0.9,58.0,28854.0,Seko Fofana,3-4-3,Willy Delajod,Match Report,,8.0,2.0,17.3,2023,Lens
8,2022-10-02,20:45,Ligue 1,Matchweek 9,Sun,Home,W,1.0,0.0,Lyon,2.9,0.1,52.0,36674.0,Seko Fofana,3-4-3,Benoît Bastien,Match Report,,20.0,5.0,15.6,2023,Lens
9,2022-10-09,20:45,Ligue 1,Matchweek 10,Sun,Away,L,0.0,1.0,Lille,1.2,2.6,55.0,48527.0,Seko Fofana,3-4-3,François Letexier,Match Report,,9.0,2.0,22.8,2023,Lens
10,2022-10-15,21:00,Ligue 1,Matchweek 11,Sat,Home,W,1.0,0.0,Montpellier,1.8,0.7,65.0,37320.0,Seko Fofana,3-4-3,Hakim Ben El Hadj Salem,Match Report,,17.0,5.0,19.4,2023,Lens
11,2022-10-22,21:00,Ligue 1,Matchweek 12,Sat,Away,W,1.0,0.0,Marseille,0.9,1.8,44.0,56414.0,Seko Fofana,3-5-2,Benoît Millot,Match Report,,12.0,4.0,19.2,2023,Lens
12,2022-10-28,21:00,Ligue 1,Matchweek 13,Fri,Home,W,3.0,0.0,Toulouse,2.4,0.7,52.0,37488.0,Seko Fofana,3-4-3,Florent Batta,Match Report,,12.0,7.0,16.6,2023,Lens
13,2022-11-05,21:00,Ligue 1,Matchweek 14,Sat,Away,W,2.0,1.0,Angers,1.8,0.5,56.0,11585.0,Seko Fofana,3-4-3,Thomas Léonard,Match Report,,12.0,4.0,14.9,2023,Lens
14,2022-11-12,17:00,Ligue 1,Matchweek 15,Sat,Home,W,2.0,1.0,Clermont Foot,1.5,0.2,61.0,37519.0,Seko Fofana,3-4-3,Hakim Ben El Hadj Salem,Match Report,,16.0,3.0,16.3,2023,Lens
15,2022-12-29,21:00,Ligue 1,Matchweek 16,Thu,Away,D,0.0,0.0,Nice,1.0,1.0,59.0,24672.0,Seko Fofana,3-4-3,Benoît Millot,Match Report,,10.0,2.0,17.0,2023,Lens
16,2023-01-01,20:45,Ligue 1,Matchweek 17,Sun,Home,W,3.0,1.0,Paris S-G,1.8,1.6,41.0,38047.0,Seko Fofana,3-4-3,Jérôme Brisard,Match Report,,10.0,4.0,16.7,2023,Lens
18,2023-01-11,21:00,Ligue 1,Matchweek 18,Wed,Away,D,2.0,2.0,Strasbourg,1.9,0.8,65.0,25624.0,Seko Fofana,3-4-3,François Letexier,Match Report,,15.0,8.0,14.3,2023,Lens
19,2023-01-14,17:00,Ligue 1,Matchweek 19,Sat,Home,W,1.0,0.0,Auxerre,2.0,0.3,67.0,38208.0,Seko Fofana,3-4-3,Willy Delajod,Match Report,,9.0,1.0,18.1,2023,Lens
21,2023-01-28,17:00,Ligue 1,Matchweek 20,Sat,Away,,,,Troyes,,,,,,,,Head-to-Head,,,,,2023,Lens
22,2023-02-01,21:00,Ligue 1,Matchweek 21,Wed,Home,,,,Nice,,,,,,,,Head-to-Head,,,,,2023,Lens
23,2023-02-05,,Ligue 1,Matchweek 22,Sun,Away,,,,Brest,,,,,,,,Head-to-Head,,,,,2023,Lens
24,2023-02-12,,Ligue 1,Matchweek 23,Sun,Away,,,,Lyon,,,,,,,,Head-to-Head,,,,,2023,Lens
25,2023-02-19,,Ligue 1,Matchweek 24,Sun,Home,,,,Nantes,,,,,,,,Head-to-Head,,,,,2023,Lens
26,2023-02-26,,Ligue 1,Matchweek 25,Sun,Away,,,,Montpellier,,,,,,,,Head-to-Head,,,,,2023,Lens
27,2023-03-05,,Ligue 1,Matchweek 26,Sun,Home,,,,Lille,,,,,,,,Head-to-Head,,,,,2023,Lens
28,2023-03-12,,Ligue 1,Matchweek 27,Sun,Away,,,,Clermont Foot,,,,,,,,Head-to-Head,,,,,2023,Lens
29,2023-03-19,,Ligue 1,Matchweek 28,Sun,Home,,,,Angers,,,,,,,,Head-to-Head,,,,,2023,Lens
30,2023-04-02,,Ligue 1,Matchweek 29,Sun,Away,,,,Rennes,,,,,,,,Head-to-Head,,,,,2023,Lens
31,2023-04-09,,Ligue 1,Matchweek 30,Sun,Home,,,,Strasbourg,,,,,,,,Head-to-Head,,,,,2023,Lens
32,2023-04-16,,Ligue 1,Matchweek 31,Sun,Away,,,,Paris S-G,,,,,,,,Head-to-Head,,,,,2023,Lens
33,2023-04-23,,Ligue 1,Matchweek 32,Sun,Home,,,,Monaco,,,,,,,,Head-to-Head,,,,,2023,Lens
34,2023-04-30,,Ligue 1,Matchweek 33,Sun,Away,,,,Toulouse,,,,,,,,Head-to-Head,,,,,2023,Lens
35,2023-05-07,,Ligue 1,Matchweek 34,Sun,Home,,,,Marseille,,,,,,,,Head-to-Head,,,,,2023,Lens
36,2023-05-14,,Ligue 1,Matchweek 35,Sun,Home,,,,Reims,,,,,,,,Head-to-Head,,,,,2023,Lens
37,2023-05-21,,Ligue 1,Matchweek 36,Sun,Away,,,,Lorient,,,,,,,,Head-to-Head,,,,,2023,Lens
38,2023-05-27,,Ligue 1,Matchweek 37,Sat,Home,,,,Ajaccio,,,,,,,,Head-to-Head,,,,,2023,Lens
39,2023-06-03,,Ligue 1,Matchweek 38,Sat,Away,,,,Auxerre,,,,,,,,Head-to-Head,,,,,2023,Lens
0,2022-08-07,20:45,Ligue 1,Matchweek 1,Sun,Home,W,4.0,1.0,Reims,2.1,0.9,56.0,62738.0,Valentin Rongier,3-4-3,Jérôme Brisard,Match Report,,16.0,6.0,13.8,2023,Marseille
1,2022-08-14,20:45,Ligue 1,Matchweek 2,Sun,Away,D,1.0,1.0,Brest,0.7,2.0,53.0,13709.0,Valentin Rongier,3-4-3,Jeremy Stinat,Match Report,,5.0,2.0,13.0,2023,Marseille
2,2022-08-20,21:00,Ligue 1,Matchweek 3,Sat,Home,W,2.0,1.0,Nantes,1.1,2.2,56.0,63147.0,Valentin Rongier,3-4-3,Jérémie Pignard,Match Report,,16.0,5.0,16.9,2023,Marseille
3,2022-08-28,15:00,Ligue 1,Matchweek 4,Sun,Away,W,3.0,0.0,Nice,1.4,1.0,51.0,31418.0,Dimitri Payet,3-4-3,François Letexier,Match Report,,13.0,4.0,18.0,2023,Marseille
4,2022-08-31,21:00,Ligue 1,Matchweek 5,Wed,Home,W,1.0,0.0,Clermont Foot,2.5,0.1,60.0,62763.0,Dimitri Payet,3-4-3,Eric Wattellier,Match Report,,20.0,6.0,17.1,2023,Marseille
5,2022-09-03,17:00,Ligue 1,Matchweek 6,Sat,Away,W,2.0,0.0,Auxerre,1.6,0.6,52.0,17025.0,Valentin Rongier,3-4-3,Willy Delajod,Match Report,,15.0,7.0,16.0,2023,Marseille
7,2022-09-10,21:00,Ligue 1,Matchweek 7,Sat,Home,W,2.0,1.0,Lille,2.2,1.0,53.0,62985.0,Mattéo Guendouzi,3-4-3,Benoît Millot,Match Report,,14.0,6.0,18.0,2023,Marseille
9,2022-09-18,15:00,Ligue 1,Matchweek 8,Sun,Home,D,1.0,1.0,Rennes,1.6,1.2,59.0,62753.0,Valentin Rongier,3-4-3,Benoît Bastien,Match Report,,15.0,4.0,16.4,2023,Marseille
10,2022-09-30,21:00,Ligue 1,Matchweek 9,Fri,Away,W,3.0,0.0,Angers,1.6,1.2,57.0,19000.0,Dimitri Payet,3-4-3,Johan Hamel,Match Report,,15.0,7.0,16.4,2023,Marseille
12,2022-10-08,17:00,Ligue 1,Matchweek 10,Sat,Home,L,1.0,2.0,Ajaccio,1.7,0.2,64.0,63312.0,Dimitri Payet,3-4-3,Willy Delajod,Match Report,,9.0,1.0,17.6,2023,Marseille
14,2022-10-16,20:45,Ligue 1,Matchweek 11,Sun,Away,L,0.0,1.0,Paris S-G,1.2,2.5,50.0,47000.0,Valentin Rongier,3-4-3,Clément Turpin,Match Report,,18.0,7.0,19.9,2023,Marseille
15,2022-10-22,21:00,Ligue 1,Matchweek 12,Sat,Home,L,0.0,1.0,Lens,1.8,0.9,56.0,56414.0,Valentin Rongier,3-4-3,Benoît Millot,Match Report,,13.0,3.0,14.0,2023,Marseille
17,2022-10-29,21:00,Ligue 1,Matchweek 13,Sat,Away,D,2.0,2.0,Strasbourg,2.0,1.1,49.0,25687.0,Dimitri Payet,3-4-3,Ruddy Buquet,Match Report,,13.0,4.0,16.6,2023,Marseille
19,2022-11-06,20:45,Ligue 1,Matchweek 14,Sun,Home,W,1.0,0.0,Lyon,0.8,0.9,47.0,62975.0,Valentin Rongier,3-4-3,François Letexier,Match Report,,6.0,2.0,13.9,2023,Marseille
20,2022-11-13,20:45,Ligue 1,Matchweek 15,Sun,Away,W,3.0,2.0,Monaco,1.9,2.0,58.0,10631.0,Valentin Rongier,3-4-3,Benoît Bastien,Match Report,,11.0,3.0,14.3,2023,Marseille
21,2022-12-29,21:00,Ligue 1,Matchweek 16,Thu,Home,W,6.0,1.0,Toulouse,2.6,1.8,51.0,61371.0,Dimitri Payet,3-4-3,Jérémie Pignard,Match Report,,12.0,6.0,16.5,2023,Marseille
22,2023-01-02,19:00,Ligue 1,Matchweek 17,Mon,Away,W,2.0,1.0,Montpellier,1.4,1.4,59.0,18971.0,Dimitri Payet,3-4-3,Ruddy Buquet,Match Report,,17.0,7.0,16.1,2023,Marseille
24,2023-01-11,21:00,Ligue 1,Matchweek 18,Wed,Away,W,2.0,0.0,Troyes,1.9,0.2,68.0,14222.0,Valentin Rongier,3-4-3,Hakim Ben El Hadj Salem,Match Report,,13.0,4.0,13.5,2023,Marseille
25,2023-01-14,19:00,Ligue 1,Matchweek 19,Sat,Home,W,3.0,1.0,Lorient,2.2,0.5,68.0,62276.0,Valentin Rongier,3-4-3,Bastien Dechepy,Match Report,,15.0,7.0,13.7,2023,Marseille
27,2023-01-28,21:00,Ligue 1,Matchweek 20,Sat,Home,,,,Monaco,,,,,,,,Head-to-Head,,,,,2023,Marseille
28,2023-02-01,19:00,Ligue 1,Matchweek 21,Wed,Away,,,,Nantes,,,,,,,,Head-to-Head,,,,,2023,Marseille
29,2023-02-05,,Ligue 1,Matchweek 22,Sun,Home,,,,Nice,,,,,,,,Head-to-Head,,,,,2023,Marseille
30,2023-02-12,,Ligue 1,Matchweek 23,Sun,Away,,,,Clermont Foot,,,,,,,,Head-to-Head,,,,,2023,Marseille
31,2023-02-19,,Ligue 1,Matchweek 24,Sun,Away,,,,Toulouse,,,,,,,,Head-to-Head,,,,,2023,Marseille
32,2023-02-26,,Ligue 1,Matchweek 25,Sun,Home,,,,Paris S-G,,,,,,,,Head-to-Head,,,,,2023,Marseille
33,2023-03-05,,Ligue 1,Matchweek 26,Sun,Away,,,,Rennes,,,,,,,,Head-to-Head,,,,,2023,Marseille
34,2023-03-12,,Ligue 1,Matchweek 27,Sun,Home,,,,Strasbourg,,,,,,,,Head-to-Head,,,,,2023,Marseille
35,2023-03-19,,Ligue 1,Matchweek 28,Sun,Away,,,,Reims,,,,,,,,Head-to-Head,,,,,2023,Marseille
36,2023-04-02,,Ligue 1,Matchweek 29,Sun,Home,,,,Montpellier,,,,,,,,Head-to-Head,,,,,2023,Marseille
37,2023-04-09,,Ligue 1,Matchweek 30,Sun,Away,,,,Lorient,,,,,,,,Head-to-Head,,,,,2023,Marseille
38,2023-04-16,,Ligue 1,Matchweek 31,Sun,Home,,,,Troyes,,,,,,,,Head-to-Head,,,,,2023,Marseille
39,2023-04-23,,Ligue 1,Matchweek 32,Sun,Away,,,,Lyon,,,,,,,,Head-to-Head,,,,,2023,Marseille
40,2023-04-30,,Ligue 1,Matchweek 33,Sun,Home,,,,Auxerre,,,,,,,,Head-to-Head,,,,,2023,Marseille
41,2023-05-07,,Ligue 1,Matchweek 34,Sun,Away,,,,Lens,,,,,,,,Head-to-Head,,,,,2023,Marseille
42,2023-05-14,,Ligue 1,Matchweek 35,Sun,Home,,,,Angers,,,,,,,,Head-to-Head,,,,,2023,Marseille
43,2023-05-21,,Ligue 1,Matchweek 36,Sun,Away,,,,Lille,,,,,,,,Head-to-Head,,,,,2023,Marseille
44,2023-05-27,,Ligue 1,Matchweek 37,Sat,Home,,,,Brest,,,,,,,,Head-to-Head,,,,,2023,Marseille
45,2023-06-03,,Ligue 1,Matchweek 38,Sat,Away,,,,Ajaccio,,,,,,,,Head-to-Head,,,,,2023,Marseille
1,2022-08-06,17:00,Ligue 1,Matchweek 1,Sat,Away,W,2,1,Strasbourg,2.8,0.8,47.0,25359.0,Axel Disasi,4-2-3-1,François Letexier,Match Report,,24.0,11.0,15.7,2023,Monaco
3,2022-08-13,17:00,Ligue 1,Matchweek 2,Sat,Home,D,1,1,Rennes,1.8,2.1,35.0,8000.0,Wissam Ben Yedder,4-4-2,Jérémie Pignard,Match Report,,11.0,3.0,16.3,2023,Monaco
4,2022-08-20,17:00,Ligue 1,Matchweek 3,Sat,Home,L,1,4,Lens,1.6,2.5,46.0,8700.0,Wissam Ben Yedder,4-4-2,Willy Delajod,Match Report,,12.0,5.0,20.4,2023,Monaco
5,2022-08-28,20:45,Ligue 1,Matchweek 4,Sun,Away,D,1,1,Paris S-G,1.2,2.7,33.0,46000.0,Wissam Ben Yedder,5-3-2,Benoît Bastien,Match Report,,4.0,3.0,24.5,2023,Monaco
6,2022-08-31,19:00,Ligue 1,Matchweek 5,Wed,Home,L,2,4,Troyes,1.2,2.2,52.0,4045.0,Wissam Ben Yedder,3-4-1-2,Ruddy Buquet,Match Report,,8.0,6.0,8.8,2023,Monaco
7,2022-09-04,20:45,Ligue 1,Matchweek 6,Sun,Away,W,1,0,Nice,1.1,0.7,48.0,24125.0,Axel Disasi,3-4-3,Benoît Millot,Match Report,,14.0,2.0,22.1,2023,Monaco
9,2022-09-11,20:45,Ligue 1,Matchweek 7,Sun,Home,W,2,1,Lyon,1.7,2.0,39.0,7000.0,Axel Disasi,3-4-3,Clément Turpin,Match Report,,11.0,4.0,15.0,2023,Monaco
11,2022-09-18,13:00,Ligue 1,Matchweek 8,Sun,Away,W,3,0,Reims,1.7,0.6,67.0,10000.0,Wissam Ben Yedder,4-4-2,Marc Bollengier,Match Report,,20.0,11.0,17.3,2023,Monaco
12,2022-10-02,17:05,Ligue 1,Matchweek 9,Sun,Home,W,4,1,Nantes,2.1,0.5,49.0,5202.0,Wissam Ben Yedder,4-4-2,Thomas Léonard,Match Report,,9.0,5.0,16.3,2023,Monaco
14,2022-10-09,13:00,Ligue 1,Matchweek 10,Sun,Away,W,2,0,Montpellier,1.2,0.7,50.0,13048.0,Wissam Ben Yedder,4-4-2,Benoît Millot,Match Report,,11.0,7.0,20.6,2023,Monaco
16,2022-10-16,17:05,Ligue 1,Matchweek 11,Sun,Home,D,1,1,Clermont Foot,1.1,1.9,35.0,4731.0,Wissam Ben Yedder,4-4-2,Ruddy Buquet,Match Report,,5.0,3.0,21.5,2023,Monaco
17,2022-10-23,20:45,Ligue 1,Matchweek 12,Sun,Away,L,3,4,Lille,1.1,2.5,41.0,35362.0,Wissam Ben Yedder,4-4-2,Willy Delajod,Match Report,,9.0,6.0,16.2,2023,Monaco
19,2022-10-30,15:00,Ligue 1,Matchweek 13,Sun,Home,W,2,0,Angers,1.8,0.6,52.0,7069.0,Wissam Ben Yedder,3-4-1-2,Stéphanie Frappart,Match Report,,7.0,4.0,17.0,2023,Monaco
21,2022-11-06,15:00,Ligue 1,Matchweek 14,Sun,Away,W,2,0,Toulouse,2.4,0.7,52.0,23005.0,Axel Disasi,4-2-3-1,Benoît Millot,Match Report,,24.0,10.0,17.0,2023,Monaco
22,2022-11-13,20:45,Ligue 1,Matchweek 15,Sun,Home,L,2,3,Marseille,2.0,1.9,42.0,10631.0,Wissam Ben Yedder,4-2-3-1,Benoît Bastien,Match Report,,10.0,5.0,22.8,2023,Monaco
23,2022-12-28,17:00,Ligue 1,Matchweek 16,Wed,Away,W,3,2,Auxerre,1.3,1.3,62.0,16503.0,Wissam Ben Yedder,4-4-2,Marc Bollengier,Match Report,,5.0,2.0,19.4,2023,Monaco
24,2023-01-01,15:00,Ligue 1,Matchweek 17,Sun,Home,W,1,0,Brest,1.4,0.8,51.0,6150.0,Axel Disasi,4-4-2,Jeremy Stinat,Match Report,,17.0,5.0,17.9,2023,Monaco
26,2023-01-11,21:00,Ligue 1,Matchweek 18,Wed,Away,D,2,2,Lorient,1.8,1.3,58.0,14521.0,Axel Disasi,4-2-2-2,Jérôme Brisard,Match Report,,16.0,4.0,15.4,2023,Monaco
27,2023-01-15,17:05,Ligue 1,Matchweek 19,Sun,Home,W,7,1,Ajaccio,3.7,0.3,65.0,8000.0,Wissam Ben Yedder,4-2-2-2,Ruddy Buquet,Match Report,,10.0,7.0,11.4,2023,Monaco
28,2023-01-28,21:00,Ligue 1,Matchweek 20,Sat,Away,,,,Marseille,,,,,,,,Head-to-Head,,,,,2023,Monaco
29,2023-02-01,21:00,Ligue 1,Matchweek 21,Wed,Home,,,,Auxerre,,,,,,,,Head-to-Head,,,,,2023,Monaco
30,2023-02-05,,Ligue 1,Matchweek 22,Sun,Away,,,,Clermont Foot,,,,,,,,Head-to-Head,,,,,2023,Monaco
31,2023-02-12,,Ligue 1,Matchweek 23,Sun,Home,,,,Paris S-G,,,,,,,,Head-to-Head,,,,,2023,Monaco
33,2023-02-19,,Ligue 1,Matchweek 24,Sun,Away,,,,Brest,,,,,,,,Head-to-Head,,,,,2023,Monaco
35,2023-02-26,,Ligue 1,Matchweek 25,Sun,Home,,,,Nice,,,,,,,,Head-to-Head,,,,,2023,Monaco
36,2023-03-05,,Ligue 1,Matchweek 26,Sun,Away,,,,Troyes,,,,,,,,Head-to-Head,,,,,2023,Monaco
37,2023-03-12,,Ligue 1,Matchweek 27,Sun,Home,,,,Reims,,,,,,,,Head-to-Head,,,,,2023,Monaco
38,2023-03-19,,Ligue 1,Matchweek 28,Sun,Away,,,,Ajaccio,,,,,,,,Head-to-Head,,,,,2023,Monaco
39,2023-04-02,,Ligue 1,Matchweek 29,Sun,Home,,,,Strasbourg,,,,,,,,Head-to-Head,,,,,2023,Monaco
40,2023-04-09,,Ligue 1,Matchweek 30,Sun,Away,,,,Nantes,,,,,,,,Head-to-Head,,,,,2023,Monaco
41,2023-04-16,,Ligue 1,Matchweek 31,Sun,Home,,,,Lorient,,,,,,,,Head-to-Head,,,,,2023,Monaco
42,2023-04-23,,Ligue 1,Matchweek 32,Sun,Away,,,,Lens,,,,,,,,Head-to-Head,,,,,2023,Monaco
43,2023-04-30,,Ligue 1,Matchweek 33,Sun,Home,,,,Montpellier,,,,,,,,Head-to-Head,,,,,2023,Monaco
44,2023-05-07,,Ligue 1,Matchweek 34,Sun,Away,,,,Angers,,,,,,,,Head-to-Head,,,,,2023,Monaco
