,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,season,team
40,2020-05-09,,Ligue 1,Matchweek 36,Sat,Home,,,,Amiens,,,,,,,,Match Report,Match Cancelled,,,,2020,Reims
41,2020-05-16,,Ligue 1,Matchweek 37,Sat,Away,,,,Dijon,,,,,,,,Match Report,Match Cancelled,,,,2020,Reims
42,2020-05-23,,Ligue 1,Matchweek 38,Sat,Home,,,,Marseille,,,,,,,,Match Report,Match Cancelled,,,,2020,Reims
0,2019-08-09,20:45,Ligue 1,Matchweek 1,Fri,Away,W,3,0,Monaco,0.8,0.6,61.0,10000.0,Jason Denayer,4-3-3,Ruddy Buquet,Match Report,,13.0,3.0,24.5,2020,Lyon
1,2019-08-16,20:45,Ligue 1,Matchweek 2,Fri,Home,W,6,0,Angers,1.1,0.4,66.0,49871.0,Jason Denayer,4-3-3,Benoît Millot,Match Report,,11.0,9.0,17.7,2020,Lyon
2,2019-08-27,19:00,Ligue 1,Matchweek 3,Tue,Away,L,0,1,Montpellier,0.9,2.1,50.0,19387.0,Jason Denayer,4-3-3,Mikael Lesage,Match Report,,14.0,4.0,21.5,2020,Lyon
3,2019-08-31,17:30,Ligue 1,Matchweek 4,Sat,Home,D,1,1,Bordeaux,0.7,1.1,47.0,52327.0,Jason Denayer,4-3-3,Antony Gautier,Match Report,,10.0,3.0,19.5,2020,Lyon
4,2019-09-13,20:45,Ligue 1,Matchweek 5,Fri,Away,D,2,2,Amiens,2.0,0.5,50.0,12577.0,Leo Dubois,4-3-3,Benoît Bastien,Match Report,,12.0,6.0,18.4,2020,Lyon
6,2019-09-22,21:00,Ligue 1,Matchweek 6,Sun,Home,L,0,1,Paris S-G,0.5,1.5,38.0,54583.0,Jason Denayer,3-5-2,Ruddy Buquet,Match Report,,12.0,0.0,23.6,2020,Lyon
7,2019-09-25,19:00,Ligue 1,Matchweek 7,Wed,Away,D,2,2,Brest,1.2,0.7,56.0,14472.0,Jason Denayer,4-2-3-1,Amaury Delerue,Match Report,,11.0,5.0,18.2,2020,Lyon
8,2019-09-28,13:30,Ligue 1,Matchweek 8,Sat,Home,L,0,1,Nantes,1.1,0.6,62.0,46647.0,Jason Denayer,4-3-3,Benoît Millot,Match Report,,14.0,7.0,17.6,2020,Lyon
10,2019-10-06,21:00,Ligue 1,Matchweek 9,Sun,Away,L,0,1,Saint-Étienne,0.6,0.9,53.0,34071.0,Leo Dubois,3-4-1-2,Clément Turpin,Match Report,,6.0,2.0,19.8,2020,Lyon
11,2019-10-19,17:30,Ligue 1,Matchweek 10,Sat,Home,D,0,0,Dijon,2.1,0.4,65.0,48454.0,Marcelo,4-3-3,Franck Schneider,Match Report,,24.0,10.0,16.8,2020,Lyon
13,2019-10-26,20:00,Ligue 1,Matchweek 11,Sat,Home,W,2,0,Metz,1.9,0.8,66.0,48889.0,Memphis,4-4-2,Johan Hamel,Match Report,,17.0,6.0,21.2,2020,Lyon
14,2019-11-02,20:00,Ligue 1,Matchweek 12,Sat,Away,W,3,2,Toulouse,1.8,1.3,64.0,16225.0,Jason Denayer,4-4-2,Karim Abed,Match Report,,21.0,8.0,17.3,2020,Lyon
16,2019-11-10,21:00,Ligue 1,Matchweek 13,Sun,Away,L,1,2,Marseille,1.1,1.2,59.0,65421.0,Houssem Aouar,4-2-3-1,Antony Gautier,Match Report,,11.0,4.0,15.8,2020,Lyon
17,2019-11-23,17:30,Ligue 1,Matchweek 14,Sat,Home,W,2,1,Nice,1.3,1.7,34.0,49401.0,Leo Dubois,4-2-3-1,Amaury Delerue,Match Report,,8.0,3.0,19.5,2020,Lyon
19,2019-11-30,17:30,Ligue 1,Matchweek 15,Sat,Away,W,2,1,Strasbourg,0.7,0.5,49.0,25455.0,Jason Denayer,4-3-3,Mikael Lesage,Match Report,,8.0,4.0,16.8,2020,Lyon
20,2019-12-03,21:05,Ligue 1,Matchweek 16,Tue,Home,L,0,1,Lille,0.8,0.9,61.0,42535.0,Memphis,4-2-3-1,Ruddy Buquet,Match Report,,11.0,3.0,17.7,2020,Lyon
21,2019-12-06,20:45,Ligue 1,Matchweek 17,Fri,Away,W,4,0,Nîmes,3.2,0.2,77.0,12801.0,Memphis,4-2-3-1,Olivier Thual,Match Report,,21.0,7.0,20.5,2020,Lyon
23,2019-12-15,17:00,Ligue 1,Matchweek 18,Sun,Home,L,0,1,Rennes,0.6,2.1,53.0,45010.0,Memphis,4-2-3-1,Benoît Bastien,Match Report,,10.0,3.0,23.7,2020,Lyon
25,2019-12-21,20:45,Ligue 1,Matchweek 19,Sat,Away,D,1,1,Reims,1.5,1.5,58.0,17257.0,Jason Denayer,4-2-3-1,Amaury Delerue,Match Report,,14.0,3.0,23.9,2020,Lyon
28,2020-01-11,17:30,Ligue 1,Matchweek 20,Sat,Away,W,2,1,Bordeaux,2.6,0.8,60.0,28737.0,Houssem Aouar,4-3-3,Clément Turpin,Match Report,,22.0,6.0,19.2,2020,Lyon
31,2020-01-26,15:00,Ligue 1,Matchweek 21,Sun,Home,W,3,0,Toulouse,0.8,0.4,63.0,42582.0,Jason Denayer,4-3-3,Antony Gautier,Match Report,,13.0,5.0,17.3,2020,Lyon
33,2020-02-02,15:00,Ligue 1,Matchweek 22,Sun,Away,L,1,2,Nice,1.7,1.5,50.0,23553.0,Jason Denayer,4-3-3,Benoît Bastien,Match Report,,14.0,7.0,19.6,2020,Lyon
34,2020-02-05,19:00,Ligue 1,Matchweek 23,Wed,Home,D,0,0,Amiens,0.5,0.3,64.0,36670.0,Jason Denayer,4-4-2,Jérôme Miguelgorry,Match Report,,10.0,3.0,21.3,2020,Lyon
35,2020-02-09,21:00,Ligue 1,Matchweek 24,Sun,Away,L,2,4,Paris S-G,1.0,1.7,31.0,47000.0,Jason Denayer,4-2-3-1,Clément Turpin,Match Report,,7.0,2.0,15.1,2020,Lyon
37,2020-02-16,15:00,Ligue 1,Matchweek 25,Sun,Home,D,1,1,Strasbourg,1.0,1.4,62.0,45141.0,Houssem Aouar,4-3-3,Johan Hamel,Match Report,,5.0,2.0,13.5,2020,Lyon
38,2020-02-21,20:45,Ligue 1,Matchweek 26,Fri,Away,W,2,0,Metz,1.9,0.3,53.0,18247.0,Jason Denayer,3-4-1-2,Eric Wattellier,Match Report,,11.0,5.0,18.2,2020,Lyon
40,2020-03-01,21:00,Ligue 1,Matchweek 27,Sun,Home,W,2,0,Saint-Étienne,2.9,0.4,66.0,52772.0,Jason Denayer,4-3-3,Franck Schneider,Match Report,,15.0,8.0,16.4,2020,Lyon
42,2020-03-08,21:00,Ligue 1,Matchweek 28,Sun,Away,L,0,1,Lille,1.3,1.1,56.0,40164.0,Jason Denayer,3-5-2,Benoît Bastien,Match Report,,9.0,2.0,17.2,2020,Lyon
43,2020-03-13,20:45,Ligue 1,Matchweek 29,Fri,Home,,,,Reims,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
44,2020-03-21,17:30,Ligue 1,Matchweek 30,Sat,Away,,,,Rennes,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
45,2020-04-05,,Ligue 1,Matchweek 31,Sun,Home,,,,Nîmes,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
46,2020-04-11,,Ligue 1,Matchweek 32,Sat,Away,,,,Nantes,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
47,2020-04-18,,Ligue 1,Matchweek 33,Sat,Home,,,,Marseille,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
48,2020-04-26,,Ligue 1,Matchweek 34,Sun,Home,,,,Monaco,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
49,2020-05-02,,Ligue 1,Matchweek 35,Sat,Away,,,,Dijon,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
50,2020-05-09,,Ligue 1,Matchweek 36,Sat,Home,,,,Montpellier,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
51,2020-05-16,,Ligue 1,Matchweek 37,Sat,Away,,,,Angers,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
52,2020-05-23,,Ligue 1,Matchweek 38,Sat,Home,,,,Brest,,,,,,,,Match Report,Match Cancelled,,,,2020,Lyon
0,2019-08-10,20:00,Ligue 1,Matchweek 1,Sat,Home,L,0,1,Rennes,2.9,1.2,56.0,15212.0,Vitorino Hilton,3-4-1-2,Willy Delajod,Match Report,,23.0,4.0,19.0,2020,Montpellier
1,2019-08-17,20:00,Ligue 1,Matchweek 2,Sat,Away,D,1,1,Bordeaux,0.8,1.2,36.0,30192.0,Vitorino Hilton,3-5-2,Franck Schneider,Match Report,,10.0,4.0,21.6,2020,Montpellier
2,2019-08-27,19:00,Ligue 1,Matchweek 3,Tue,Home,W,1,0,Lyon,2.1,0.9,50.0,19387.0,Vitorino Hilton,3-4-1-2,Mikael Lesage,Match Report,,18.0,5.0,22.8,2020,Montpellier
3,2019-08-31,20:00,Ligue 1,Matchweek 4,Sat,Away,L,0,1,Nantes,0.5,0.9,50.0,18980.0,Vitorino Hilton,3-4-1-2,Karim Abed,Match Report,,8.0,1.0,18.6,2020,Montpellier
4,2019-09-14,20:00,Ligue 1,Matchweek 5,Sat,Home,W,2,1,Nice,1.8,1.0,42.0,12765.0,Vitorino Hilton,3-4-1-2,Olivier Thual,Match Report,,17.0,8.0,20.1,2020,Montpellier
5,2019-09-21,17:30,Ligue 1,Matchweek 6,Sat,Away,D,1,1,Marseille,0.1,1.2,35.0,48007.0,Vitorino Hilton,3-4-1-2,Amaury Delerue,Match Report,,2.0,1.0,18.7,2020,Montpellier
6,2019-09-25,19:00,Ligue 1,Matchweek 7,Wed,Home,W,1,0,Nîmes,0.6,0.8,55.0,16445.0,Vitorino Hilton,3-4-1-2,Benoît Bastien,Match Report,,12.0,3.0,24.0,2020,Montpellier
7,2019-09-29,15:00,Ligue 1,Matchweek 8,Sun,Away,L,0,1,Strasbourg,1.4,0.4,54.0,25010.0,Vitorino Hilton,3-4-1-2,Hakim Ben El Hadj Salem,Match Report,,10.0,2.0,17.8,2020,Montpellier
8,2019-10-05,20:00,Ligue 1,Matchweek 9,Sat,Home,W,3,1,Monaco,3.1,1.3,39.0,15532.0,Vitorino Hilton,3-4-1-2,François Letexier,Match Report,,17.0,10.0,13.7,2020,Montpellier
9,2019-10-19,20:00,Ligue 1,Matchweek 10,Sat,Away,L,0,1,Reims,0.9,0.9,56.0,12187.0,Vitorino Hilton,3-5-1-1,Florent Batta,Match Report,,9.0,0.0,17.3,2020,Montpellier
10,2019-10-26,20:00,Ligue 1,Matchweek 11,Sat,Home,D,0,0,Angers,1.2,1.0,60.0,12678.0,Vitorino Hilton,3-4-1-2,Benoît Millot,Match Report,,14.0,3.0,17.1,2020,Montpellier
12,2019-11-02,20:00,Ligue 1,Matchweek 12,Sat,Away,D,2,2,Metz,1.0,1.9,52.0,14644.0,Vitorino Hilton,3-4-1-2,Stéphanie Frappart,Match Report,,12.0,4.0,17.2,2020,Montpellier
13,2019-11-10,17:00,Ligue 1,Matchweek 13,Sun,Home,W,3,0,Toulouse,1.0,0.3,45.0,12734.0,Vitorino Hilton,3-4-1-2,Thomas Léonard,Match Report,,8.0,3.0,22.3,2020,Montpellier
14,2019-11-24,17:00,Ligue 1,Matchweek 14,Sun,Away,D,0,0,Saint-Étienne,1.0,0.5,50.0,24336.0,Vitorino Hilton,3-1-4-2,Franck Schneider,Match Report,,8.0,2.0,14.5,2020,Montpellier
15,2019-11-30,20:00,Ligue 1,Matchweek 15,Sat,Home,W,4,2,Amiens,1.5,1.0,50.0,11744.0,Vitorino Hilton,3-1-4-2,Jérémie Pignard,Match Report,,20.0,10.0,20.6,2020,Montpellier
16,2019-12-04,19:00,Ligue 1,Matchweek 16,Wed,Away,D,2,2,Dijon,1.1,1.5,53.0,11926.0,Vitorino Hilton,3-4-1-2,François Letexier,Match Report,,18.0,6.0,19.6,2020,Montpellier
17,2019-12-07,17:30,Ligue 1,Matchweek 17,Sat,Home,L,1,3,Paris S-G,0.4,1.2,33.0,20197.0,Vitorino Hilton,3-5-2,Antony Gautier,Match Report,,6.0,1.0,18.7,2020,Montpellier
18,2019-12-13,20:45,Ligue 1,Matchweek 18,Fri,Away,L,1,2,Lille,1.3,2.0,52.0,30170.0,Vitorino Hilton,3-1-4-2,Jérôme Brisard,Match Report,,10.0,4.0,12.9,2020,Montpellier
20,2019-12-21,20:45,Ligue 1,Matchweek 19,Sat,Home,W,4,0,Brest,2.1,0.9,41.0,12975.0,Vitorino Hilton,3-4-1-2,Jeremy Stinat,Match Report,,16.0,5.0,20.9,2020,Montpellier
22,2020-01-11,20:00,Ligue 1,Matchweek 20,Sat,Away,W,2,1,Amiens,0.7,0.9,49.0,10205.0,Vitorino Hilton,5-3-2,Karim Abed,Match Report,,11.0,4.0,18.0,2020,Montpellier
24,2020-01-25,20:00,Ligue 1,Matchweek 21,Sat,Home,W,2,1,Dijon,1.7,0.4,56.0,11129.0,Vitorino Hilton,3-4-1-2,Jérôme Miguelgorry,Match Report,,16.0,5.0,20.1,2020,Montpellier
26,2020-02-01,17:30,Ligue 1,Matchweek 22,Sat,Away,L,0,5,Paris S-G,0.2,2.9,33.0,47701.0,Vitorino Hilton,3-4-1-2,Jérôme Brisard,Match Report,,6.0,2.0,23.5,2020,Montpellier
27,2020-02-05,19:00,Ligue 1,Matchweek 23,Wed,Home,D,1,1,Metz,0.5,1.7,48.0,10786.0,Vitorino Hilton,3-4-1-2,Hakim Ben El Hadj Salem,Match Report,,12.0,7.0,21.4,2020,Montpellier
28,2020-02-09,15:00,Ligue 1,Matchweek 24,Sun,Home,W,1,0,Saint-Étienne,0.7,1.5,43.0,14669.0,Vitorino Hilton,3-4-1-2,Amaury Delerue,Match Report,,9.0,3.0,15.1,2020,Montpellier
29,2020-02-14,20:45,Ligue 1,Matchweek 25,Fri,Away,L,0,1,Monaco,1.0,1.9,48.0,4384.0,Vitorino Hilton,3-5-1-1,Ruddy Buquet,Match Report,,13.0,2.0,18.8,2020,Montpellier
30,2020-02-22,20:00,Ligue 1,Matchweek 26,Sat,Away,L,0,1,Angers,0.8,1.1,56.0,9453.0,Vitorino Hilton,3-4-3,Antony Gautier,Match Report,,10.0,2.0,23.2,2020,Montpellier
31,2020-02-29,20:00,Ligue 1,Matchweek 27,Sat,Home,W,3,0,Strasbourg,3.5,0.9,45.0,11799.0,Vitorino Hilton,3-4-1-2,Mikael Lesage,Match Report,,22.0,10.0,19.6,2020,Montpellier
32,2020-03-08,17:00,Ligue 1,Matchweek 28,Sun,Away,L,0,5,Rennes,1.0,3.1,46.0,24818.0,Vitorino Hilton,3-4-1-2,Jérémie Pignard,Match Report,,11.0,1.0,17.2,2020,Montpellier
33,2020-03-14,17:30,Ligue 1,Matchweek 29,Sat,Home,,,,Marseille,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
34,2020-03-21,20:00,Ligue 1,Matchweek 30,Sat,Away,,,,Nice,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
35,2020-04-04,17:30,Ligue 1,Matchweek 31,Sat,Home,,,,Lille,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
36,2020-04-11,,Ligue 1,Matchweek 32,Sat,Away,,,,Nîmes,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
37,2020-04-18,,Ligue 1,Matchweek 33,Sat,Home,,,,Reims,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
38,2020-04-26,,Ligue 1,Matchweek 34,Sun,Away,,,,Brest,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
39,2020-05-02,,Ligue 1,Matchweek 35,Sat,Home,,,,Bordeaux,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
40,2020-05-09,,Ligue 1,Matchweek 36,Sat,Away,,,,Lyon,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
41,2020-05-16,,Ligue 1,Matchweek 37,Sat,Home,,,,Nantes,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
42,2020-05-23,,Ligue 1,Matchweek 38,Sat,Away,,,,Toulouse,,,,,,,,Match Report,Match Cancelled,,,,2020,Montpellier
0,2019-08-09,20:45,Ligue 1,Matchweek 1,Fri,Home,L,0.0,3.0,Lyon,0.6,0.8,39.0,10000.0,Kamil Glik,4-2-3-1,Ruddy Buquet,Match Report,,7.0,1.0,18.3,2020,Monaco
1,2019-08-17,20:00,Ligue 1,Matchweek 2,Sat,Away,L,0.0,3.0,Metz,0.8,2.6,52.0,19088.0,Kamil Glik,4-2-3-1,Eric Wattellier,Match Report,,12.0,6.0,22.8,2020,Monaco
2,2019-08-25,15:00,Ligue 1,Matchweek 3,Sun,Home,D,2.0,2.0,Nîmes,2.0,2.5,46.0,7438.0,Kamil Glik,4-4-2,Amaury Delerue,Match Report,,16.0,5.0,16.1,2020,Monaco
3,2019-09-01,17:00,Ligue 1,Matchweek 4,Sun,Away,D,2.0,2.0,Strasbourg,2.9,1.5,41.0,24556.0,Kamil Glik,3-5-2,Willy Delajod,Match Report,,16.0,6.0,15.1,2020,Monaco
4,2019-09-15,21:00,Ligue 1,Matchweek 5,Sun,Home,L,3.0,4.0,Marseille,2.5,1.6,44.0,9147.0,Kamil Glik,4-4-2,Antony Gautier,Match Report,,11.0,7.0,16.7,2020,Monaco
5,2019-09-21,20:00,Ligue 1,Matchweek 6,Sat,Away,D,0.0,0.0,Reims,0.6,1.3,54.0,14426.0,Kamil Glik,3-5-2,Olivier Thual,Match Report,,12.0,4.0,23.3,2020,Monaco
6,2019-09-24,21:00,Ligue 1,Matchweek 7,Tue,Home,W,3.0,1.0,Nice,2.3,0.7,40.0,9358.0,Cesc Fàbregas,3-5-2,Mikael Lesage,Match Report,,17.0,5.0,13.3,2020,Monaco
7,2019-09-28,20:00,Ligue 1,Matchweek 8,Sat,Home,W,4.0,1.0,Brest,3.6,0.5,54.0,4576.0,Kamil Glik,3-5-2,Ruddy Buquet,Match Report,,21.0,13.0,15.7,2020,Monaco
8,2019-10-05,20:00,Ligue 1,Matchweek 9,Sat,Away,L,1.0,3.0,Montpellier,1.3,3.1,61.0,15532.0,Kamil Glik,3-5-2,François Letexier,Match Report,,14.0,4.0,12.4,2020,Monaco
9,2019-10-20,17:00,Ligue 1,Matchweek 10,Sun,Home,W,3.0,2.0,Rennes,1.4,1.5,63.0,6763.0,Kamil Glik,3-4-1-2,Jérôme Brisard,Match Report,,14.0,5.0,17.9,2020,Monaco
10,2019-10-25,20:45,Ligue 1,Matchweek 11,Fri,Away,W,1.0,0.0,Nantes,0.9,1.7,41.0,30656.0,Kamil Glik,3-5-2,Thomas Léonard,Match Report,,7.0,2.0,13.8,2020,Monaco
12,2019-11-03,21:00,Ligue 1,Matchweek 12,Sun,Away,L,0.0,1.0,Saint-Étienne,1.0,1.7,58.0,15685.0,Kamil Glik,3-5-2,Jérôme Brisard,Match Report,,11.0,2.0,19.9,2020,Monaco
13,2019-11-09,20:00,Ligue 1,Matchweek 13,Sat,Home,W,1.0,0.0,Dijon,2.0,1.2,54.0,5223.0,Kamil Glik,3-4-1-2,Eric Wattellier,Match Report,,18.0,7.0,13.6,2020,Monaco
14,2019-11-24,15:00,Ligue 1,Matchweek 14,Sun,Away,L,1.0,2.0,Bordeaux,1.7,1.6,50.0,34554.0,Jemerson,3-5-2,Benoît Millot,Match Report,,11.0,3.0,13.5,2020,Monaco
15,2019-12-04,19:00,Ligue 1,Matchweek 16,Wed,Away,W,2.0,1.0,Toulouse,4.3,1.8,56.0,13030.0,Kamil Glik,3-5-2,Willy Delajod,Match Report,,17.0,6.0,15.8,2020,Monaco
16,2019-12-07,20:00,Ligue 1,Matchweek 17,Sat,Home,W,3.0,0.0,Amiens,2.4,0.4,68.0,4203.0,Kamil Glik,4-2-3-1,Jeremy Stinat,Match Report,,20.0,8.0,16.2,2020,Monaco
17,2019-12-14,20:00,Ligue 1,Matchweek 18,Sat,Away,D,0.0,0.0,Angers,0.4,1.1,66.0,9959.0,Kamil Glik,4-3-3,Hakim Ben El Hadj Salem,Match Report,,7.0,2.0,22.8,2020,Monaco
19,2019-12-21,20:45,Ligue 1,Matchweek 19,Sat,Home,W,5.0,1.0,Lille,3.4,0.8,40.0,5388.0,Kamil Glik,5-4-1,Mikael Lesage,Match Report,,16.0,6.0,13.3,2020,Monaco
21,2020-01-12,21:00,Ligue 1,Matchweek 20,Sun,Away,D,3.0,3.0,Paris S-G,2.3,2.5,39.0,47580.0,Kamil Glik,4-4-2,Antony Gautier,Match Report,,16.0,6.0,14.6,2020,Monaco
22,2020-01-15,21:00,Ligue 1,Matchweek 15,Wed,Home,L,1.0,4.0,Paris S-G,1.1,3.6,42.0,11214.0,Kamil Glik,4-2-3-1,François Letexier,Match Report,,13.0,4.0,18.4,2020,Monaco
24,2020-01-25,20:00,Ligue 1,Matchweek 21,Sat,Home,L,1.0,3.0,Strasbourg,1.0,1.1,60.0,4800.0,Kamil Glik,4-2-3-1,Eric Wattellier,Match Report,,12.0,3.0,18.9,2020,Monaco
26,2020-02-01,20:00,Ligue 1,Matchweek 22,Sat,Away,L,1.0,3.0,Nîmes,0.8,1.8,39.0,12580.0,Adrien Silva,4-3-3,Mikael Lesage,Match Report,,6.0,4.0,14.9,2020,Monaco
27,2020-02-04,19:00,Ligue 1,Matchweek 23,Tue,Home,W,1.0,0.0,Angers,0.3,1.2,44.0,3585.0,Kamil Glik,4-3-1-2,Jeremy Stinat,Match Report,,6.0,3.0,20.5,2020,Monaco
28,2020-02-08,20:00,Ligue 1,Matchweek 24,Sat,Away,W,2.0,1.0,Amiens,1.3,0.4,58.0,11683.0,Adrien Silva,4-4-1-1,Olivier Thual,Match Report,,12.0,6.0,16.3,2020,Monaco
29,2020-02-14,20:45,Ligue 1,Matchweek 25,Fri,Home,W,1.0,0.0,Montpellier,1.9,1.0,52.0,4384.0,Kamil Glik,4-3-1-2,Ruddy Buquet,Match Report,,16.0,1.0,18.3,2020,Monaco
30,2020-02-22,20:00,Ligue 1,Matchweek 26,Sat,Away,D,1.0,1.0,Dijon,2.1,1.9,57.0,13657.0,Adrien Silva,4-3-3,François Letexier,Match Report,,16.0,6.0,18.2,2020,Monaco
31,2020-02-29,20:00,Ligue 1,Matchweek 27,Sat,Home,D,1.0,1.0,Reims,2.1,1.2,56.0,4237.0,Kamil Glik,4-4-2,Hakim Ben El Hadj Salem,Match Report,,18.0,6.0,18.8,2020,Monaco
32,2020-03-07,20:00,Ligue 1,Matchweek 28,Sat,Away,L,1.0,2.0,Nice,1.4,1.7,50.0,21001.0,Kamil Glik,4-3-1-2,Amaury Delerue,Match Report,,14.0,4.0,22.6,2020,Monaco
33,2020-03-15,17:00,Ligue 1,Matchweek 29,Sun,Home,,,,Saint-Étienne,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
34,2020-03-20,20:45,Ligue 1,Matchweek 30,Fri,Away,,,,Lille,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
35,2020-04-05,15:00,Ligue 1,Matchweek 31,Sun,Home,,,,Nantes,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
36,2020-04-11,,Ligue 1,Matchweek 32,Sat,Away,,,,Brest,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
37,2020-04-18,,Ligue 1,Matchweek 33,Sat,Home,,,,Bordeaux,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
38,2020-04-26,,Ligue 1,Matchweek 34,Sun,Away,,,,Lyon,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
39,2020-05-02,,Ligue 1,Matchweek 35,Sat,Home,,,,Metz,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
40,2020-05-09,,Ligue 1,Matchweek 36,Sat,Away,,,,Marseille,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
41,2020-05-16,,Ligue 1,Matchweek 37,Sat,Home,,,,Toulouse,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
42,2020-05-23,,Ligue 1,Matchweek 38,Sat,Away,,,,Rennes,,,,,,,,Match Report,Match Cancelled,,,,2020,Monaco
3,2019-08-11,17:00,Ligue 1,Matchweek 1,Sun,Home,D,1,1,Metz,1.7,0.3,59.0,25476.0,Stefan Mitrović,3-5-1-1,Antony Gautier,Match Report,,13.0,2.0,19.1,2020,Strasbourg
5,2019-08-18,17:00,Ligue 1,Matchweek 2,Sun,Away,D,0,0,Reims,0.4,0.5,41.0,13714.0,Stefan Mitrović,3-5-1-1,Florent Batta,Match Report,,5.0,2.0,14.2,2020,Strasbourg
7,2019-08-25,17:00,Ligue 1,Matchweek 3,Sun,Home,L,0,2,Rennes,1.9,0.6,51.0,24951.0,Jonas Martin,3-4-1-2,Ruddy Buquet,Match Report,,18.0,2.0,18.9,2020,Strasbourg
9,2019-09-01,17:00,Ligue 1,Matchweek 4,Sun,Home,D,2,2,Monaco,1.5,2.9,59.0,24556.0,Stefan Mitrović,3-4-1-2,Willy Delajod,Match Report,,13.0,4.0,21.4,2020,Strasbourg
10,2019-09-14,17:30,Ligue 1,Matchweek 5,Sat,Away,L,0,1,Paris S-G,0.5,0.8,38.0,47505.0,Stefan Mitrović,5-3-2,Amaury Delerue,Match Report,,6.0,3.0,18.6,2020,Strasbourg
11,2019-09-20,20:45,Ligue 1,Matchweek 6,Fri,Home,W,2,1,Nantes,2.0,0.6,60.0,24013.0,Stefan Mitrović,3-4-1-2,Florent Batta,Match Report,,16.0,4.0,17.2,2020,Strasbourg
12,2019-09-25,19:00,Ligue 1,Matchweek 7,Wed,Away,L,0,2,Lille,0.3,2.8,36.0,30103.0,Stefan Mitrović,3-5-1-1,Johan Hamel,Match Report,,5.0,1.0,21.6,2020,Strasbourg
13,2019-09-29,15:00,Ligue 1,Matchweek 8,Sun,Home,W,1,0,Montpellier,0.4,1.4,46.0,25010.0,Lamine Koné,3-5-2,Hakim Ben El Hadj Salem,Match Report,,8.0,3.0,21.7,2020,Strasbourg
14,2019-10-05,20:00,Ligue 1,Matchweek 9,Sat,Away,L,0,1,Dijon,0.8,1.1,57.0,12124.0,Stefan Mitrović,3-5-1-1,Olivier Thual,Match Report,,15.0,2.0,20.9,2020,Strasbourg
15,2019-10-20,21:00,Ligue 1,Matchweek 10,Sun,Away,L,0,2,Marseille,0.5,1.6,50.0,50203.0,Lamine Koné,4-4-1-1,Hakim Ben El Hadj Salem,Match Report,,10.0,2.0,18.3,2020,Strasbourg
16,2019-10-26,20:00,Ligue 1,Matchweek 11,Sat,Home,W,1,0,Nice,2.1,0.8,52.0,25007.0,Stefan Mitrović,4-1-2-1-2◆,Mikael Lesage,Match Report,,20.0,6.0,18.0,2020,Strasbourg
17,2019-11-02,20:00,Ligue 1,Matchweek 12,Sat,Away,L,0,1,Angers,1.2,1.2,64.0,9681.0,Stefan Mitrović,4-1-2-1-2◆,Florent Batta,Match Report,,8.0,3.0,15.4,2020,Strasbourg
18,2019-11-09,20:00,Ligue 1,Matchweek 13,Sat,Home,W,4,1,Nîmes,3.5,0.5,60.0,24745.0,Stefan Mitrović,4-1-2-1-2◆,Ruddy Buquet,Match Report,,20.0,10.0,16.1,2020,Strasbourg
19,2019-11-23,20:00,Ligue 1,Matchweek 14,Sat,Away,W,4,0,Amiens,2.0,0.3,46.0,10358.0,Stefan Mitrović,4-1-2-1-2◆,Alain Bieri,Match Report,,17.0,9.0,19.3,2020,Strasbourg
20,2019-11-30,17:30,Ligue 1,Matchweek 15,Sat,Home,L,1,2,Lyon,0.5,0.7,51.0,25455.0,Stefan Mitrović,4-1-2-1-2◆,Mikael Lesage,Match Report,,9.0,2.0,18.0,2020,Strasbourg
